date,fund,company,ticker,cusip,shares,"market value($)",weight(%)
2021-01-22,PRNT,"EXONE CO/THE",XONE,302104104,790660.00,17829383.00,6.29
2021-01-22,PRNT,"3D SYSTEMS CORP",DDD,88554D205,447175.00,15418594.00,5.44
2021-01-22,PRNT,"STRATASYS LTD",SSYS,M85548101,386769.00,14755237.35,5.20
2021-01-22,PRNT,"MGI DIGITAL GRAPHIC TECHNOLO",ALMDG,B18FJV7,201293.00,13129029.07,4.63
2021-01-22,PRNT,"PROTO LABS INC",PRLB,743713109,65538.00,12645557.10,4.46
2021-01-22,PRNT,"RENISHAW PLC",RSW,0732358,151766.00,12603218.05,4.44
2021-01-22,PRNT,"STRAUMANN HOLDING AG-REG",STMN,7156832,10632.00,12468332.67,4.40
2021-01-22,PRNT,"DESKTOP METAL INC-A",DM,25058X105,497667.00,12466558.35,4.40
2021-01-22,PRNT,"SLM SOLUTIONS GROUP AG",AM3D,BMHTHK2,522394.00,12433865.88,4.38
2021-01-22,PRNT,"HP INC",HPQ,40434L105,483818.00,12226080.86,4.31
2021-01-22,PRNT,"PTC INC",PTC,69370C100,93252.00,12204821.76,4.30
2021-01-22,PRNT,"MICROSOFT CORP",MSFT,594918104,53164.00,12012405.80,4.24
2021-01-22,PRNT,"MATERIALISE NV-ADR",MTLS,57667T100,172875.00,11968136.25,4.22
2021-01-22,PRNT,"DASSAULT SYSTEMES SE",DSY,5330047,58457.00,11737067.86,4.14
2021-01-22,PRNT,"TRIMBLE INC",TRMB,896239100,164959.00,11672498.84,4.12
2021-01-22,PRNT,"ANSYS INC",ANSS,03662Q105,31050.00,11630398.50,4.10
2021-01-22,PRNT,"ALTAIR ENGINEERING INC - A",ALTR,021369103,187774.00,11219496.50,3.96
2021-01-22,PRNT,"AUTODESK INC",ADSK,052769106,36437.00,10900857.29,3.84
2021-01-22,PRNT,"HEXAGON AB-B SHS",HEXAB,B1XFTL2,37396.00,3454545.88,1.22
2021-01-22,PRNT,"FARO TECHNOLOGIES INC",FARO,311642102,44710.00,3397960.00,1.20
2021-01-22,PRNT,"ALIGN TECHNOLOGY INC",ALGN,016255101,6135.00,3276580.80,1.16
2021-01-22,PRNT,"AMETEK INC",AME,031100100,27089.00,3178894.15,1.12
2021-01-22,PRNT,"SIEMENS AG-REG",SIE,5727973,15956.00,2578465.06,0.91
2021-01-22,PRNT,"ULTRA CLEAN HOLDINGS INC",UCTT,90385V107,59697.00,2588461.92,0.91
2021-01-22,PRNT,"MICHELIN (CGDE)",ML,4588364,17761.00,2408721.75,0.85
2021-01-22,PRNT,"LINCOLN ELECTRIC HOLDINGS",LECO,533900106,19294.00,2380879.60,0.84
2021-01-22,PRNT,"BERTRANDT AG",BDT,5130861,43921.00,2340914.10,0.83
2021-01-22,PRNT,"AEROJET ROCKETDYNE HOLDINGS",AJRD,007800105,44225.00,2322254.75,0.82
2021-01-22,PRNT,"OC OERLIKON CORP AG-REG",OERL,4612757,224790.00,2308695.22,0.81
2021-01-22,PRNT,"GENERAL ELECTRIC CO",GE,369604103,205129.00,2278983.19,0.80
2021-01-22,PRNT,"STRYKER CORP",SYK,863667101,9301.00,2231588.93,0.79
2021-01-22,PRNT,"MEDTRONIC PLC","MDT UN",G5960L103,19212.00,2239734.96,0.79
2021-01-22,PRNT,"KAISER ALUMINUM CORP",KALU,483007704,22574.00,2248596.14,0.79
2021-01-22,PRNT,"NUVASIVE INC",NUVA,670704105,38929.00,2216227.97,0.78
2021-01-22,PRNT,"MOOG INC-CLASS A",MOG/A,615394202,28204.00,2188912.44,0.77
2021-01-22,PRNT,"UNITED PARCEL SERVICE-CL B",UPS,911312106,13651.00,2170372.49,0.77
2021-01-22,PRNT,"ARCONIC CORP",ARNC,03966V107,76727.00,2158330.51,0.76
2021-01-22,PRNT,"MORGAN STANLEY GOVT INSTL 8035",,X9USDMORS,631266.33,631266.33,0.22
2021-01-22,PRNT,"PYROGENESIS CANADA INC",PYR,B43JTF9,106700.00,423462.61,0.15
2021-01-22,PRNT,"SGL CARBON SE",SGL,4818351,54887.00,416766.91,0.15
2021-01-22,PRNT,"SANDVIK AB",SAND,B1VQ252,12386.00,326953.14,0.12
2021-01-22,PRNT,"TORAY INDUSTRIES INC",3402,6897143,49608.00,342442.13,0.12
2021-01-22,PRNT,"KONINKLIJKE DSM NV",DSM,B0HZL93,1836.00,328419.67,0.12
2021-01-22,PRNT,"VOESTALPINE AG",VOE,4943402,8604.00,331788.85,0.12
2021-01-22,PRNT,ARKEMA,AKE,B0Z5YZ2,2748.00,319544.99,0.11
2021-01-22,PRNT,"ALLEGHENY TECHNOLOGIES INC",ATI,01741R102,17756.00,321738.72,0.11
2021-01-22,PRNT,"CARPENTER TECHNOLOGY",CRS,144285103,9168.00,319779.84,0.11
2021-01-22,PRNT,"DUPONT DE NEMOURS INC",DD,26614N102,3936.00,319170.24,0.11
2021-01-22,PRNT,"EVONIK INDUSTRIES AG",EVK,B5ZQ9D3,9839.00,321944.43,0.11
2021-01-22,PRNT,"HENKEL AG & CO KGAA VORZUG",HEN3,5076705,2983.00,322260.85,0.11
2021-01-22,PRNT,"3M CO",MMM,88579Y101,1857.00,313907.28,0.11
2021-01-22,PRNT,"EASTMAN CHEMICAL CO",EMN,277432100,2999.00,318553.78,0.11
2021-01-22,PRNT,"HEXCEL CORP",HXL,428291108,6603.00,319189.02,0.11
2021-01-22,PRNT,"EASTMAN KODAK CO",KODK,277461406,32421.00,306702.66,0.11
2021-01-22,PRNT,"XEROX HOLDINGS CORP","XRX UN",98421M106,13848.00,291777.36,0.10
