date,fund,company,ticker,cusip,shares,"market value($)",weight(%)
2021-01-22,ARKK,"TESLA INC",TSLA,88160R101,2591625.00,2194173390.00,9.04
2021-01-22,ARKK,"ROKU INC",ROKU,77543R102,4189002.00,1771319495.70,7.30
2021-01-22,ARKK,"TELADOC HEALTH INC",TDOC,87918A105,4500017.00,1183504471.00,4.87
2021-01-22,ARKK,"CRISPR THERAPEUTICS AG",CRSP,H17182108,6070635.00,1144253991.15,4.71
2021-01-22,ARKK,"SQUARE INC - A",SQ,852234103,4969321.00,1107562264.48,4.56
2021-01-22,ARKK,"INVITAE CORP",NVTA,46185L103,17456809.00,963790424.89,3.97
2021-01-22,ARKK,"ZILLOW GROUP INC - C",Z,98954M200,4879210.00,711486402.20,2.93
2021-01-22,ARKK,"BAIDU INC - SPON ADR",BIDU,056752108,2719661.00,687394317.75,2.83
2021-01-22,ARKK,"SPOTIFY TECHNOLOGY SA",SPOT,L8681T102,1976100.00,669818856.00,2.76
2021-01-22,ARKK,"PROTO LABS INC",PRLB,743713109,3157475.00,609234801.25,2.51
2021-01-22,ARKK,"TWIST BIOSCIENCE CORP",TWST,90184D100,2891285.00,551194572.40,2.27
2021-01-22,ARKK,"PAYPAL HOLDINGS INC",PYPL,70450Y103,2151597.00,542202444.00,2.23
2021-01-22,ARKK,"SHOPIFY INC - CLASS A",SHOP,82509L107,448675.00,536929372.50,2.21
2021-01-22,ARKK,"TENCENT HOLDINGS LTD-UNS ADR",TCEHY,88032Q109,5904925.00,533509973.75,2.20
2021-01-22,ARKK,"TWILIO INC - A",TWLO,90138F102,1326530.00,520013025.30,2.14
2021-01-22,ARKK,"PURE STORAGE INC - CLASS A",PSTG,74624M102,22255488.00,511431114.24,2.11
2021-01-22,ARKK,"EXACT SCIENCES CORP",EXAS,30063P105,3373541.00,506031150.00,2.08
2021-01-22,ARKK,"ZOOM VIDEO COMMUNICATIONS-A",ZM,98980L101,1270995.00,487299483.00,2.01
2021-01-22,ARKK,"INTELLIA THERAPEUTICS INC",NTLA,45826J105,6456860.00,480132109.60,1.98
2021-01-22,ARKK,"DOCUSIGN INC",DOCU,256163106,1886191.00,481261633.65,1.98
2021-01-22,ARKK,"TAIWAN SEMICONDUCTOR-SP ADR",TSM,874039100,3709659.00,479065363.26,1.97
2021-01-22,ARKK,"IOVANCE BIOTHERAPEUTICS INC",IOVA,462260100,10005613.00,475766898.15,1.96
2021-01-22,ARKK,"EDITAS MEDICINE INC",EDIT,28106W103,6655763.00,437682974.88,1.80
2021-01-22,ARKK,"MATERIALISE NV-ADR",MTLS,57667T100,6006937.00,415860248.51,1.71
2021-01-22,ARKK,"LENDINGTREE INC","TREE UW",52603B107,1224240.00,389357289.60,1.60
2021-01-22,ARKK,"PAGERDUTY INC",PD,69553P100,7552637.00,369097370.19,1.52
2021-01-22,ARKK,"KE HOLDINGS INC",BEKE,482497104,5032011.00,359537185.95,1.48
2021-01-22,ARKK,"2U INC",TWOU,90214J101,8055366.00,354194443.02,1.46
2021-01-22,ARKK,"INTERCONTINENTAL EXCHANGE IN",ICE,45866F104,3009370.00,336808690.40,1.39
2021-01-22,ARKK,"MORGAN STANLEY GOVT INSTL 8035",,X9USDMORS,328760235.71,328760235.71,1.35
2021-01-22,ARKK,"SEA LTD-ADR",SE,81141R100,1250601.00,295754630.49,1.22
2021-01-22,ARKK,"NINTENDO CO LTD-UNSPONS ADR",NTDOY,654445303,3631410.00,281397960.90,1.16
2021-01-22,ARKK,"UNITY SOFTWARE INC",U,91332U101,1809849.00,278771041.47,1.15
2021-01-22,ARKK,"PACIFIC BIOSCIENCES OF CALIF",PACB,69404D108,7257224.00,271565322.08,1.12
2021-01-22,ARKK,"STRATASYS LTD",SSYS,M85548101,7049806.00,268950098.90,1.11
2021-01-22,ARKK,"IRIDIUM COMMUNICATIONS INC",IRDM,46269C102,5477686.00,268406614.00,1.11
2021-01-22,ARKK,"10X GENOMICS INC-CLASS A",TXG,88025U109,1432006.00,267785122.00,1.10
2021-01-22,ARKK,"VERACYTE INC",VCYT,92337F107,4841473.00,267442968.52,1.10
2021-01-22,ARKK,"REGENERON PHARMACEUTICALS",REGN,75886F107,472562.00,254134392.36,1.05
2021-01-22,ARKK,"PINTEREST INC- CLASS A",PINS,72352L106,3195729.00,233543875.32,0.96
2021-01-22,ARKK,"SYNOPSYS INC",SNPS,871607107,855822.00,231191755.08,0.95
2021-01-22,ARKK,"SPLUNK INC",SPLK,848637104,1221373.00,208732645.70,0.86
2021-01-22,ARKK,"SERES THERAPEUTICS INC",MCRB,81750R102,8038025.00,193314501.25,0.80
2021-01-22,ARKK,"HUYA INC-ADR",HUYA,44852D108,6879589.00,165316523.67,0.68
2021-01-22,ARKK,"CERUS CORP",CERS,157085101,19063301.00,138399565.26,0.57
2021-01-22,ARKK,"NANOSTRING TECHNOLOGIES INC",NSTG,63009R109,1648967.00,130136475.64,0.54
2021-01-22,ARKK,"COMPUGEN LTD",CGEN,M25722105,10084426.00,126458702.04,0.52
2021-01-22,ARKK,"NOVARTIS AG-SPONSORED ADR",NVS,66987V109,1237924.00,119954835.60,0.49
2021-01-22,ARKK,"SYROS PHARMACEUTICALS INC",SYRS,87184Q107,5056505.00,61638795.95,0.25
2021-01-22,ARKK,"PACCAR INC",PCAR,693718108,450058.00,44488233.30,0.18
2021-01-22,ARKK,"FATE THERAPEUTICS INC",FATE,31189P102,283282.00,27532177.58,0.11
2021-01-22,ARKK,"ORGANOVO HOLDINGS INC","ONVO ",68620A203,522920.00,7462068.40,0.03
