date,fund,company,ticker,cusip,shares,"market value($)",weight(%)
2020-11-24,ARKW,"TESLA INC",TSLA,88160R101,737437.00,409557761.06,10.51
2020-11-24,ARKW,"ROKU INC",ROKU,77543R102,1080931.00,295104972.31,7.57
2020-11-24,ARKW,"SQUARE INC - A",SQ,852234103,1033578.00,209712976.20,5.38
2020-11-24,ARKW,"GRAYSCALE BITCOIN TRUST BTC",GBTC,389637109,5850922.00,130826615.92,3.36
2020-11-24,ARKW,"SPOTIFY TECHNOLOGY SA",SPOT,L8681T102,477669.00,129037503.66,3.31
2020-11-24,ARKW,"TELADOC HEALTH INC",TDOC,87918A105,687387.00,128142684.54,3.29
2020-11-24,ARKW,"SLACK TECHNOLOGIES INC- CL A",WORK,83088V102,3947157.00,116756904.06,3.00
2020-11-24,ARKW,"PURE STORAGE INC - CLASS A",PSTG,74624M102,5849225.00,115580686.00,2.97
2020-11-24,ARKW,"PINTEREST INC- CLASS A",PINS,72352L106,1574655.00,100825159.65,2.59
2020-11-24,ARKW,"PAGERDUTY INC",PD,69553P100,2802689.00,91395688.29,2.35
2020-11-24,ARKW,"FACEBOOK INC-CLASS A",FB,30303M102,330413.00,91497967.96,2.35
2020-11-24,ARKW,"TWILIO INC - A",TWLO,90138F102,314166.00,91736472.00,2.35
2020-11-24,ARKW,"TENCENT HOLDINGS LTD-UNS ADR",TCEHY,88032Q109,1200805.00,91009010.95,2.34
2020-11-24,ARKW,"SNAP INC - A",SNAP,83304A106,1981135.00,87744469.15,2.25
2020-11-24,ARKW,"LENDINGTREE INC","TREE UW",52603B107,319071.00,83341345.20,2.14
2020-11-24,ARKW,"SEA LTD-ADR",SE,81141R100,468117.00,82819259.64,2.13
2020-11-24,ARKW,"VERACYTE INC",VCYT,92337F107,1569042.00,81401898.96,2.09
2020-11-24,ARKW,"HUYA INC-ADR",HUYA,44852D108,3656607.00,78873012.99,2.02
2020-11-24,ARKW,"FASTLY INC - CLASS A",FSLY,31188V100,955172.00,77607725.00,1.99
2020-11-24,ARKW,"INTERCONTINENTAL EXCHANGE IN",ICE,45866F104,733626.00,75614831.82,1.94
2020-11-24,ARKW,"UNITY SOFTWARE INC",U,91332U101,556405.00,71798501.20,1.84
2020-11-24,ARKW,"NETFLIX INC",NFLX,64110L106,146780.00,70877126.40,1.82
2020-11-24,ARKW,"ZILLOW GROUP INC - C",Z,98954M200,656794.00,70276958.00,1.80
2020-11-24,ARKW,"PAYPAL HOLDINGS INC",PYPL,70450Y103,314867.00,64862602.00,1.66
2020-11-24,ARKW,"2U INC",TWOU,90214J101,1911052.00,62529621.44,1.60
2020-11-24,ARKW,"KE HOLDINGS INC",BEKE,482497104,947793.00,60734575.44,1.56
2020-11-24,ARKW,"MERCADOLIBRE INC",MELI,58733R102,37602.00,54119806.56,1.39
2020-11-24,ARKW,"NINTENDO CO LTD-UNSPONS ADR",NTDOY,654445303,726084.00,47790848.88,1.23
2020-11-24,ARKW,"TRADE DESK INC/THE -CLASS A",TTD,88339J105,56459.00,47657041.90,1.22
2020-11-24,ARKW,"DOCUSIGN INC",DOCU,256163106,218684.00,47498164.80,1.22
2020-11-24,ARKW,"CROWDSTRIKE HOLDINGS INC - A",CRWD,22788C105,318257.00,47563508.65,1.22
2020-11-24,ARKW,"SOCIAL CAPITAL HEDOSOPHIA-A",IPOB,G8250T109,2507963.00,47024306.25,1.21
2020-11-24,ARKW,"TAIWAN SEMICONDUCTOR-SP ADR",TSM,874039100,456876.00,44152496.64,1.13
2020-11-24,ARKW,"HUBSPOT INC",HUBS,443573100,120166.00,43611846.38,1.12
2020-11-24,ARKW,"SPLUNK INC",SPLK,848637104,203331.00,40359170.19,1.04
2020-11-24,ARKW,"CLOUDFLARE INC - CLASS A",NET,18915M107,608124.00,40555789.56,1.04
2020-11-24,ARKW,"ATLASSIAN CORP PLC-CLASS A",TEAM,G06242104,183956.00,39274606.00,1.01
2020-11-24,ARKW,"ALIBABA GROUP HOLDING-SP ADR",BABA,01609W102,137132.00,38391474.72,0.99
2020-11-24,ARKW,"AGORA INC-ADR",API,00851L103,1053843.00,38581192.23,0.99
2020-11-24,ARKW,"SHOPIFY INC - CLASS A",SHOP,82509L107,39493.00,38357181.32,0.98
2020-11-24,ARKW,"JD.COM INC-ADR",JD,47215P106,415775.00,37344910.50,0.96
2020-11-24,ARKW,"LENDINGCLUB CORP",LC,52603A208,4673794.00,35100192.94,0.90
2020-11-24,ARKW,"OKTA INC",OKTA,679295105,153385.00,35204925.20,0.90
2020-11-24,ARKW,"ADYEN NV-UNSPON ADR",ADYEY,00783V104,945994.00,35049077.70,0.90
2020-11-24,ARKW,"NVIDIA CORP",NVDA,67066G104,65929.00,34171659.99,0.88
2020-11-24,ARKW,"ZOOM VIDEO COMMUNICATIONS-A",ZM,98980L101,77368.00,33078688.40,0.85
2020-11-24,ARKW,"SYNOPSYS INC",SNPS,871607107,152735.00,32912865.15,0.84
2020-11-24,ARKW,"ADOBE INC",ADBE,00724F101,68120.00,31519124.00,0.81
2020-11-24,ARKW,"PALANTIR TECHNOLOGIES INC-A",PLTR,69608A108,1104887.00,26318408.34,0.68
2020-11-24,ARKW,"MORGAN STANLEY GOVT INSTL 8035",,X9USDMORS,11963706.01,11963706.01,0.31
