date,fund,company,ticker,cusip,shares,"market value($)",weight(%)
2020-12-22,ARKK,"TESLA INC",TSLA,88160R101,2766299.00,1771371901.66,9.54
2020-12-22,ARKK,"ROKU INC",ROKU,77543R102,3607026.00,1279448192.46,6.89
2020-12-22,ARKK,"CRISPR THERAPEUTICS AG",CRSP,H17182108,6434266.00,1094339961.28,5.90
2020-12-22,ARKK,"SQUARE INC - A",SQ,852234103,4190753.00,1012402109.74,5.45
2020-12-22,ARKK,"INVITAE CORP",NVTA,46185L103,17598486.00,934127636.88,5.03
2020-12-22,ARKK,"TELADOC HEALTH INC",TDOC,87918A105,3795161.00,781954972.44,4.21
2020-12-22,ARKK,"PROTO LABS INC",PRLB,743713109,3240390.00,597916762.80,3.22
2020-12-22,ARKK,"ZILLOW GROUP INC - C",Z,98954M200,4114945.00,578808163.70,3.12
2020-12-22,ARKK,"EDITAS MEDICINE INC",EDIT,28106W103,6957337.00,563961737.22,3.04
2020-12-22,ARKK,"PURE STORAGE INC - CLASS A",PSTG,74624M102,21452020.00,503264389.20,2.71
2020-12-22,ARKK,"SPOTIFY TECHNOLOGY SA",SPOT,L8681T102,1506895.00,485159914.20,2.61
2020-12-22,ARKK,"INTELLIA THERAPEUTICS INC",NTLA,45826J105,6654627.00,422768453.31,2.28
2020-12-22,ARKK,"IOVANCE BIOTHERAPEUTICS INC",IOVA,462260100,8438042.00,417598698.58,2.25
2020-12-22,ARKK,"TWILIO INC - A",TWLO,90138F102,1118582.00,414714276.50,2.23
2020-12-22,ARKK,"TWIST BIOSCIENCE CORP",TWST,90184D100,2438237.00,409355609.93,2.21
2020-12-22,ARKK,"EXACT SCIENCES CORP",EXAS,30063P105,2650368.00,376670300.16,2.03
2020-12-22,ARKK,"DOCUSIGN INC",DOCU,256163106,1474485.00,370980426.00,2.00
2020-12-22,ARKK,"PAYPAL HOLDINGS INC",PYPL,70450Y103,1491044.00,363054303.56,1.96
2020-12-22,ARKK,"PAGERDUTY INC",PD,69553P100,7613933.00,355266113.78,1.91
2020-12-22,ARKK,"MATERIALISE NV-ADR",MTLS,57667T100,6055685.00,351411400.55,1.89
2020-12-22,ARKK,"SHOPIFY INC - CLASS A",SHOP,82509L107,267556.00,341690416.48,1.84
2020-12-22,ARKK,"2U INC",TWOU,90214J101,8120745.00,339284726.10,1.83
2020-12-22,ARKK,"LENDINGTREE INC","TREE UW",52603B107,1234173.00,340051686.69,1.83
2020-12-22,ARKK,"TAIWAN SEMICONDUCTOR-SP ADR",TSM,874039100,3191865.00,331762448.10,1.79
2020-12-22,ARKK,"VERACYTE INC",VCYT,92337F107,5032228.00,287692474.76,1.55
2020-12-22,ARKK,"INTERCONTINENTAL EXCHANGE IN",ICE,45866F104,2537809.00,287178466.44,1.55
2020-12-22,ARKK,"UNITY SOFTWARE INC",U,91332U101,1526307.00,262967433.03,1.42
2020-12-22,ARKK,"KE HOLDINGS INC",BEKE,482497104,3680250.00,249005715.00,1.34
2020-12-22,ARKK,"ZOOM VIDEO COMMUNICATIONS-A",ZM,98980L101,552824.00,226105016.00,1.22
2020-12-22,ARKK,"SERES THERAPEUTICS INC",MCRB,81750R102,8501171.00,210659017.38,1.14
2020-12-22,ARKK,"NINTENDO CO LTD-UNSPONS ADR",NTDOY,654445303,2692545.00,209076119.25,1.13
2020-12-22,ARKK,"PACIFIC BIOSCIENCES OF CALIF",PACB,69404D108,7617703.00,205297095.85,1.11
2020-12-22,ARKK,"BAIDU INC - SPON ADR",BIDU,056752108,1039782.00,198868705.32,1.07
2020-12-22,ARKK,"SPLUNK INC",SPLK,848637104,1029937.00,182298849.00,0.98
2020-12-22,ARKK,"IRIDIUM COMMUNICATIONS INC",IRDM,46269C102,4619479.00,175540202.00,0.95
2020-12-22,ARKK,"NANOSTRING TECHNOLOGIES INC",NSTG,63009R109,2366042.00,173359897.34,0.93
2020-12-22,ARKK,"SEA LTD-ADR",SE,81141R100,833992.00,167340494.80,0.90
2020-12-22,ARKK,"CERUS CORP",CERS,157085101,19218009.00,164506157.04,0.89
2020-12-22,ARKK,"SYNOPSYS INC",SNPS,871607107,641984.00,165663971.20,0.89
2020-12-22,ARKK,"STRATASYS LTD",SSYS,M85548101,7107018.00,160547536.62,0.87
2020-12-22,ARKK,"PINTEREST INC- CLASS A",PINS,72352L106,2174728.00,157341570.80,0.85
2020-12-22,ARKK,"COMPUGEN LTD",CGEN,M25722105,10940184.00,155241210.96,0.84
2020-12-22,ARKK,"TENCENT HOLDINGS LTD-UNS ADR",TCEHY,88032Q109,1950185.00,142929058.65,0.77
2020-12-22,ARKK,"MORGAN STANLEY GOVT INSTL 8035",,X9USDMORS,124657696.03,124657696.03,0.67
2020-12-22,ARKK,"HUYA INC-ADR",HUYA,44852D108,6107679.00,120138045.93,0.65
2020-12-22,ARKK,"SYROS PHARMACEUTICALS INC",SYRS,87184Q107,5097545.00,71518556.35,0.39
2020-12-22,ARKK,"ORGANOVO HOLDINGS INC","ONVO ",68620A203,835271.00,14241370.55,0.08
2020-12-22,ARKK,"EXONE CO/THE",XONE,302104104,818399.00,9804420.02,0.05
