date,fund,company,ticker,cusip,shares,"market value($)",weight(%)
2020-11-23,IZRL,"ONE SOFTWARE TECHNOLOGIES LT",ONE,6987709,13708.00,1659638.58,3.63
2020-11-23,IZRL,"PARTNER COMMUNICATIONS CO",PTNR,6374420,279933.00,1534750.67,3.36
2020-11-23,IZRL,"CELLCOM ISRAEL LTD",CEL,B23WQK8,284912.00,1448770.05,3.17
2020-11-23,IZRL,"GAMIDA CELL LTD",GMDA,M47364100,212893.00,1447672.40,3.17
2020-11-23,IZRL,"FATTAL HOLDINGS 1998 LTD",FTAL,BG1YKN5,16473.00,1442861.76,3.16
2020-11-23,IZRL,"FIVERR INTERNATIONAL LTD",FVRR,M4R82T106,7116.00,1423200.00,3.11
2020-11-23,IZRL,"TOWER SEMICONDUCTOR LTD",TSEM,M87915274,56016.00,1362869.28,2.98
2020-11-23,IZRL,"ITURAN LOCATION AND CONTROL",ITRN,M6158M104,79695.00,1359596.70,2.97
2020-11-23,IZRL,"DANEL (ADIR YEOSHUA) LTD",DANE,6253433,8946.00,1302393.61,2.85
2020-11-23,IZRL,"GILAT SATELLITE NETWORKS LTD",GILT,M51474118,220255.00,1264263.70,2.77
2020-11-23,IZRL,"HILAN LTD",HLAN,6267230,25310.00,1248419.35,2.73
2020-11-23,IZRL,"TARO PHARMACEUTICAL INDUS",TARO,M8737E108,18472.00,1234483.76,2.70
2020-11-23,IZRL,"RADA ELECTRONIC INDS LTD",RADA,M81863124,163912.00,1227700.88,2.69
2020-11-23,IZRL,"NOVA MEASURING INSTRUMENTS",NVMI,M7516K103,19007.00,1178434.00,2.58
2020-11-23,IZRL,"INMODE LTD",INMD,M5425M103,27210.00,1172751.00,2.57
2020-11-23,IZRL,"SILICOM LTD",SILC,M84116108,31109.00,1170009.49,2.56
2020-11-23,IZRL,"TEVA PHARMACEUTICAL-SP ADR",TEVA,881624209,118738.00,1141072.18,2.50
2020-11-23,IZRL,"RADWARE LTD",RDWR,M81873107,45101.00,1139702.27,2.49
2020-11-23,IZRL,"CAMTEK LTD",CAMT,M20791105,60358.00,1120848.06,2.45
2020-11-23,IZRL,"NICE LTD - SPON ADR",NICE,653656108,4703.00,1105205.00,2.42
2020-11-23,IZRL,"CYBERARK SOFTWARE LTD/ISRAEL",CYBR,M2682V108,9843.00,1096313.34,2.40
2020-11-23,IZRL,"ALLOT LTD",ALLT,M0854Q105,108897.00,1093325.88,2.39
2020-11-23,IZRL,"SAPIENS INTERNATIONAL CORP",SPNS,G7T16G103,36338.00,1063249.88,2.33
2020-11-23,IZRL,"ELBIT SYSTEMS LTD",ESLT,6308913,9256.00,1063077.95,2.33
2020-11-23,IZRL,"PERION NETWORK LTD",PERI,M78673114,142800.00,1061004.00,2.32
2020-11-23,IZRL,"MATRIX IT LTD",MTRX,6747754,45814.00,1047717.14,2.29
2020-11-23,IZRL,"CHECK POINT SOFTWARE TECH",CHKP,M22465104,8648.00,1036549.28,2.27
2020-11-23,IZRL,"CERAGON NETWORKS LTD",CRNT,M22013102,431010.00,1038734.10,2.27
2020-11-23,IZRL,"BEZEQ THE ISRAELI TELECOM CO",BEZQ,6098032,910890.00,996624.19,2.18
2020-11-23,IZRL,"UROGEN PHARMA LTD","URGN UQ",M96088105,48767.00,995334.47,2.18
2020-11-23,IZRL,"PLURISTEM THERAPEUTICS INC",PSTI,72940R300,104785.00,990218.25,2.17
2020-11-23,IZRL,"REDHILL BIOPHARMA LTD-SP ADR",RDHL,757468103,109958.00,966530.82,2.11
2020-11-23,IZRL,"WIX.COM LTD",WIX,M98068105,3853.00,957894.33,2.10
2020-11-23,IZRL,"KAMADA LTD",KMDA,B0L2CR5,138997.00,942394.80,2.06
2020-11-23,IZRL,"STRATASYS LTD",SSYS,M85548101,66939.00,935807.22,2.05
2020-11-23,IZRL,"POLYPID LTD",PYPD,M8001Q118,101862.00,937130.40,2.05
2020-11-23,IZRL,"AUDIOCODES LTD",AUDC,M15342104,33069.00,934199.25,2.04
2020-11-23,IZRL,"BATM ADVANCED COMMUNICATIONS",BATM,B85PTW0,739108.00,917380.81,2.01
2020-11-23,IZRL,"COMPUGEN LTD",CGEN,M25722105,64004.00,840372.52,1.84
2020-11-23,IZRL,"AYALA PHARMACEUTICALS INC",AYLA,05465V108,69728.00,732144.00,1.60
2020-11-23,IZRL,"BIONDVAX PHARMACEUTICALS-ADR",BVXV,09073Q105,27355.00,85347.60,0.19
2020-11-23,IZRL,"MORGAN STANLEY GOVT INSTL 8035",,X9USDMORS,3035.73,3035.73,0.01
