date,fund,company,ticker,cusip,shares,"market value($)",weight(%)
2020-12-09,PRNT,"SLM SOLUTIONS GROUP AG",AM3D,BMHTHK2,342895.00,7083409.24,6.89
2020-12-09,PRNT,"3D SYSTEMS CORP",DDD,88554D205,664111.00,6880189.96,6.69
2020-12-09,PRNT,"HP INC",HPQ,40434L105,228063.00,5288780.97,5.14
2020-12-09,PRNT,"STRATASYS LTD",SSYS,M85548101,257143.00,4906288.44,4.77
2020-12-09,PRNT,"PTC INC",PTC,69370C100,43571.00,4861216.47,4.73
2020-12-09,PRNT,"STRAUMANN HOLDING AG-REG",STMN,7156832,4152.00,4842560.85,4.71
2020-12-09,PRNT,"TRIMBLE INC",TRMB,896239100,73291.00,4634922.84,4.51
2020-12-09,PRNT,"PROTO LABS INC",PRLB,743713109,30760.00,4637070.00,4.51
2020-12-09,PRNT,"RENISHAW PLC",RSW,0732358,59694.00,4622544.18,4.49
2020-12-09,PRNT,"ALTAIR ENGINEERING INC - A",ALTR,021369103,83357.00,4578800.01,4.45
2020-12-09,PRNT,"MGI DIGITAL GRAPHIC TECHNOLO",ALMDG,B18FJV7,80812.00,4539561.24,4.41
2020-12-09,PRNT,"MATERIALISE NV-ADR",MTLS,57667T100,91533.00,4245300.54,4.13
2020-12-09,PRNT,"EXONE CO/THE",XONE,302104104,359875.00,4228531.25,4.11
2020-12-09,PRNT,"AUTODESK INC",ADSK,052769106,15038.00,4201917.96,4.08
2020-12-09,PRNT,"DASSAULT SYSTEMES SE",DSY,5330047,20713.00,3857195.09,3.75
2020-12-09,PRNT,"MICROSOFT CORP",MSFT,594918104,17406.00,3686590.80,3.58
2020-12-09,PRNT,"ANSYS INC",ANSS,03662Q105,10897.00,3645591.35,3.54
2020-12-09,PRNT,"ALIGN TECHNOLOGY INC",ALGN,016255101,3298.00,1678714.98,1.63
2020-12-09,PRNT,"GENERAL ELECTRIC CO",GE,369604103,111024.00,1264563.36,1.23
2020-12-09,PRNT,"HEXAGON AB-B SHS",HEXAB,B1XFTL2,14698.00,1225424.87,1.19
2020-12-09,PRNT,"AMETEK INC",AME,031100100,10237.00,1215746.12,1.18
2020-12-09,PRNT,"FARO TECHNOLOGIES INC",FARO,311642102,17444.00,1191948.52,1.16
2020-12-09,PRNT,"KAISER ALUMINUM CORP",KALU,483007704,12170.00,1148848.00,1.12
2020-12-09,PRNT,"ULTRA CLEAN HOLDINGS INC",UCTT,90385V107,31659.00,1088753.01,1.06
2020-12-09,PRNT,"ARCONIC CORP",ARNC,03966V107,33792.00,1033359.36,1.00
2020-12-09,PRNT,"BERTRANDT AG",BDT,5130861,20501.00,990649.69,0.96
2020-12-09,PRNT,"MOOG INC-CLASS A",MOG/A,615394202,11818.00,986566.64,0.96
2020-12-09,PRNT,"OC OERLIKON CORP AG-REG",OERL,4612757,99069.00,971701.46,0.94
2020-12-09,PRNT,"LINCOLN ELECTRIC HOLDINGS",LECO,533900106,7714.00,926374.26,0.90
2020-12-09,PRNT,"MICHELIN (CGDE)",ML,4588364,7202.00,923545.27,0.90
2020-12-09,PRNT,"SIEMENS AG-REG",SIE,5727973,5966.00,820903.38,0.80
2020-12-09,PRNT,"MEDTRONIC PLC","MDT UN",G5960L103,7171.00,809964.45,0.79
2020-12-09,PRNT,"AEROJET ROCKETDYNE HOLDINGS",AJRD,007800105,19480.00,817575.60,0.79
2020-12-09,PRNT,"STRYKER CORP",SYK,863667101,3447.00,813250.71,0.79
2020-12-09,PRNT,"UNITED PARCEL SERVICE-CL B",UPS,911312106,4496.00,760633.28,0.74
2020-12-09,PRNT,"NUVASIVE INC",NUVA,670704105,14490.00,662627.70,0.64
2020-12-09,PRNT,"MORGAN STANLEY GOVT INSTL 8035",,X9USDMORS,632129.70,632129.70,0.61
2020-12-09,PRNT,"ALLEGHENY TECHNOLOGIES INC",ATI,01741R102,12485.00,207500.70,0.20
2020-12-09,PRNT,"CARPENTER TECHNOLOGY",CRS,144285103,6284.00,177083.12,0.17
2020-12-09,PRNT,"HEXCEL CORP",HXL,428291108,3202.00,171723.26,0.17
2020-12-09,PRNT,"SGL CARBON SE",SGL,4818351,33871.00,157738.42,0.15
2020-12-09,PRNT,"TORAY INDUSTRIES INC",3402,6897143,23908.00,143578.77,0.14
2020-12-09,PRNT,"EASTMAN CHEMICAL CO",EMN,277432100,1353.00,140914.95,0.14
2020-12-09,PRNT,"VOESTALPINE AG",VOE,4943402,4150.00,141127.47,0.14
2020-12-09,PRNT,"XEROX HOLDINGS CORP","XRX UN",98421M106,5823.00,133113.78,0.13
2020-12-09,PRNT,"EVONIK INDUSTRIES AG",EVK,B5ZQ9D3,4313.00,138490.35,0.13
2020-12-09,PRNT,"SANDVIK AB",SAND,B1VQ252,5994.00,138350.23,0.13
2020-12-09,PRNT,"DUPONT DE NEMOURS INC",DD,26614N102,1963.00,132639.91,0.13
2020-12-09,PRNT,"3M CO",MMM,88579Y101,685.00,120073.65,0.12
2020-12-09,PRNT,ARKEMA,AKE,B0Z5YZ2,1054.00,121853.39,0.12
2020-12-09,PRNT,"HENKEL AG & CO KGAA VORZUG",HEN3,5076705,1090.00,117614.34,0.11
2020-12-09,PRNT,"KONINKLIJKE DSM NV",DSM,B0HZL93,683.00,111553.31,0.11
2020-12-09,PRNT,"U.S. DOLLAR",,CCTUSD,8268.31,8268.31,0.01
