date,fund,company,ticker,cusip,shares,"market value($)",weight(%)
2020-12-01,ARKQ,"TESLA INC",TSLA,88160R101,230311.00,134676660.36,11.90
2020-12-01,ARKQ,"MATERIALISE NV-ADR",MTLS,57667T100,1692960.00,76352496.00,6.75
2020-12-01,ARKQ,"ALPHABET INC-CL C",GOOG,02079K107,26785.00,48162108.50,4.25
2020-12-01,ARKQ,"TRIMBLE INC",TRMB,896239100,747866.00,45417902.18,4.01
2020-12-01,ARKQ,"DEERE & CO",DE,244199105,157527.00,40189863.51,3.55
2020-12-01,ARKQ,"JD.COM INC-ADR",JD,47215P106,465718.00,39753688.48,3.51
2020-12-01,ARKQ,"2U INC",TWOU,90214J101,1201373.00,39693363.92,3.51
2020-12-01,ARKQ,"PROTO LABS INC",PRLB,743713109,288181.00,39290597.54,3.47
2020-12-01,ARKQ,"NXP SEMICONDUCTORS NV",NXPI,N6596X109,237305.00,37750479.40,3.34
2020-12-01,ARKQ,"FLIR SYSTEMS INC",FLIR,302445101,927991.00,37462996.67,3.31
2020-12-01,ARKQ,"TAIWAN SEMICONDUCTOR-SP ADR",TSM,874039100,348859.00,35185918.74,3.11
2020-12-01,ARKQ,"KRATOS DEFENSE & SECURITY",KTOS,50077B207,1622536.00,34852073.28,3.08
2020-12-01,ARKQ,"IRIDIUM COMMUNICATIONS INC",IRDM,46269C102,1046788.00,34690554.32,3.06
2020-12-01,ARKQ,"CATERPILLAR INC",CAT,149123101,181290.00,31410305.40,2.77
2020-12-01,ARKQ,"WORKHORSE GROUP INC",WKHS,98138J206,1191468.00,30060737.64,2.66
2020-12-01,ARKQ,"BYD CO LTD-UNSPONSORED ADR",BYDDY,05606L100,627966.00,29727910.44,2.63
2020-12-01,ARKQ,"XILINX INC",XLNX,983919101,194969.00,28426480.20,2.51
2020-12-01,ARKQ,"VIRGIN GALACTIC HOLDINGS INC",SPCE,92766K106,993677.00,28170742.95,2.49
2020-12-01,ARKQ,"STRATASYS LTD",SSYS,M85548101,1693400.00,27991902.00,2.47
2020-12-01,ARKQ,"AEROVIRONMENT INC",AVAV,008073108,295462.00,25802696.46,2.28
2020-12-01,ARKQ,"KOMATSU LTD -SPONS ADR",KMTUY,500458401,999132.00,25128269.71,2.22
2020-12-01,ARKQ,"BAIDU INC - SPON ADR",BIDU,056752108,157540.00,22096560.40,1.95
2020-12-01,ARKQ,"NANO DIMENSION LTD - ADR",NNDM,63008G203,3467472.00,21949097.76,1.94
2020-12-01,ARKQ,"SYNOPSYS INC",SNPS,871607107,90087.00,20721811.74,1.83
2020-12-01,ARKQ,"TERADYNE INC",TER,880770102,172903.00,19904593.36,1.76
2020-12-01,ARKQ,"SPLUNK INC",SPLK,848637104,94896.00,19589381.28,1.73
2020-12-01,ARKQ,"ANSYS INC",ANSS,03662Q105,46362.00,15802487.70,1.40
2020-12-01,ARKQ,"AMAZON.COM INC",AMZN,023135106,4567.00,14706105.36,1.30
2020-12-01,ARKQ,"INTUITIVE SURGICAL INC",ISRG,46120E602,18794.00,13788218.10,1.22
2020-12-01,ARKQ,"NIU TECHNOLOGIES-SPONS ADR",NIU,65481N100,472894.00,13354526.56,1.18
2020-12-01,ARKQ,"EXONE CO/THE",XONE,302104104,997483.00,11710450.42,1.03
2020-12-01,ARKQ,"ELBIT SYSTEMS LTD",ESLT,M3760D101,93202.00,11490874.58,1.02
2020-12-01,ARKQ,"NVIDIA CORP",NVDA,67066G104,21068.00,11284020.80,1.00
2020-12-01,ARKQ,"AUTODESK INC",ADSK,052769106,40296.00,11247016.56,0.99
2020-12-01,ARKQ,"TENCENT HOLDINGS LTD-UNS ADR",TCEHY,88032Q109,150662.00,11239385.20,0.99
2020-12-01,ARKQ,"APPLE INC",AAPL,037833100,84102.00,10320997.44,0.91
2020-12-01,ARKQ,"ROCKWELL AUTOMATION INC",ROK,773903109,40612.00,10029539.52,0.89
2020-12-01,ARKQ,"MORGAN STANLEY GOVT INSTL 8035",,X9USDMORS,7874688.41,7874688.41,0.70
2020-12-01,ARKQ,"RAVEN INDUSTRIES INC",RAVN,754212108,280041.00,7334273.79,0.65
2020-12-01,ARKQ,"HONEYWELL INTERNATIONAL INC",HON,438516106,27228.00,5614413.60,0.50
2020-12-01,ARKQ,"ORGANOVO HOLDINGS INC","ONVO ",68620A203,197165.00,1685760.75,0.15
