date,fund,company,ticker,cusip,shares,"market value($)",weight(%)
2020-11-30,ARKG,"CRISPR THERAPEUTICS AG",CRSP,H17182108,3002786.00,381113599.12,9.31
2020-11-30,ARKG,"ARCTURUS THERAPEUTICS HOLDIN","ARCT UQ",03969T109,3484949.00,319778920.24,7.81
2020-11-30,ARKG,"INVITAE CORP",NVTA,46185L103,6206187.00,308137184.55,7.53
2020-11-30,ARKG,"PACIFIC BIOSCIENCES OF CALIF",PACB,69404D108,18122724.00,286520266.44,7.00
2020-11-30,ARKG,"TWIST BIOSCIENCE CORP",TWST,90184D100,1970868.00,220224790.32,5.38
2020-11-30,ARKG,"TELADOC HEALTH INC",TDOC,87918A105,854122.00,169773829.94,4.15
2020-11-30,ARKG,"CAREDX INC",CDNA,14167L103,2558782.00,146285566.94,3.57
2020-11-30,ARKG,"IOVANCE BIOTHERAPEUTICS INC",IOVA,462260100,3480156.00,135064854.36,3.30
2020-11-30,ARKG,"EXACT SCIENCES CORP",EXAS,30063P105,1113422.00,134790867.32,3.29
2020-11-30,ARKG,"CELLECTIS - ADR",CLLS,15117K103,5193949.00,131770486.13,3.22
2020-11-30,ARKG,"PERSONALIS INC",PSNL,71535D106,4678161.00,128789772.33,3.15
2020-11-30,ARKG,"FATE THERAPEUTICS INC",FATE,31189P102,2027360.00,118529610.51,2.90
2020-11-30,ARKG,"VERACYTE INC",VCYT,92337F107,2092731.00,114074766.81,2.79
2020-11-30,ARKG,"SERES THERAPEUTICS INC",MCRB,81750R102,3567728.00,98504970.08,2.41
2020-11-30,ARKG,"PURE STORAGE INC - CLASS A",PSTG,74624M102,5275816.00,96389158.32,2.36
2020-11-30,ARKG,"INTELLIA THERAPEUTICS INC",NTLA,45826J105,2409636.00,94626405.72,2.31
2020-11-30,ARKG,"INCYTE CORP",INCY,45337C102,1000436.00,84576859.44,2.07
2020-11-30,ARKG,"ACCOLADE INC",ACCD,00437E102,1444184.00,74967591.44,1.83
2020-11-30,ARKG,"COMPUGEN LTD",CGEN,M25722105,5745076.00,73766775.84,1.80
2020-11-30,ARKG,"BERKELEY LIGHTS INC",BLI,084310101,810234.00,67135989.24,1.64
2020-11-30,ARKG,"EDITAS MEDICINE INC",EDIT,28106W103,2026424.00,61988310.16,1.51
2020-11-30,ARKG,"IONIS PHARMACEUTICALS INC",IONS,462222100,1121886.00,56688899.58,1.39
2020-11-30,ARKG,"VERTEX PHARMACEUTICALS INC",VRTX,92532F100,248542.00,56605440.50,1.38
2020-11-30,ARKG,"CERUS CORP",CERS,157085101,8188288.00,54452115.20,1.33
2020-11-30,ARKG,"SCHRODINGER INC",SDGR,80810D103,728101.00,50661267.58,1.24
2020-11-30,ARKG,"10X GENOMICS INC-CLASS A",TXG,88025U109,325262.00,49800864.82,1.22
2020-11-30,ARKG,"ADAPTIVE BIOTECHNOLOGIES",ADPT,00650F109,942576.00,45451014.72,1.11
2020-11-30,ARKG,"TAKEDA PHARMACEUTIC-SP ADR","TAK UN",874060205,2329814.00,41540583.62,1.02
2020-11-30,ARKG,"GUARDANT HEALTH INC",GH,40131M109,329472.00,39905648.64,0.98
2020-11-30,ARKG,"NOVARTIS AG-SPONSORED ADR",NVS,66987V109,425671.00,38663696.93,0.94
2020-11-30,ARKG,"CASTLE BIOSCIENCES INC",CSTL,14843C105,781231.00,37155346.36,0.91
2020-11-30,ARKG,"CODEXIS INC",CDXS,192005106,1988489.00,36826816.28,0.90
2020-11-30,ARKG,"REGENERON PHARMACEUTICALS",REGN,75886F107,69511.00,35869761.33,0.88
2020-11-30,ARKG,"PHREESIA INC",PHR,71944F106,802863.00,35454430.08,0.87
2020-11-30,ARKG,"MORGAN STANLEY GOVT INSTL 8035",,X9USDMORS,34996651.47,34996651.47,0.86
2020-11-30,ARKG,"AQUABOUNTY TECHNOLOGIES",AQB,03842K200,5439638.00,31549900.40,0.77
2020-11-30,ARKG,"NANOSTRING TECHNOLOGIES INC",NSTG,63009R109,621890.00,30870619.60,0.75
2020-11-30,ARKG,"BEAM THERAPEUTICS INC",BEAM,07373V105,604990.00,30249500.00,0.74
2020-11-30,ARKG,"SYROS PHARMACEUTICALS INC",SYRS,87184Q107,3389314.00,27622909.10,0.67
2020-11-30,ARKG,"PLURISTEM THERAPEUTICS INC",PSTI,72940R300,2323230.00,23487855.30,0.57
2020-11-30,ARKG,"ALPHABET INC-CL A",GOOGL,02079K305,11300.00,19824720.00,0.48
2020-11-30,ARKG,"THERMO FISHER SCIENTIFIC INC",TMO,883556102,40020.00,18608499.60,0.45
2020-11-30,ARKG,"EVOGENE LTD",EVGN,M4119S104,4602387.00,15970282.89,0.39
2020-11-30,ARKG,"REPARE THERAPEUTICS INC",RPTX,760273102,367115.00,10965725.05,0.27
2020-11-30,ARKG,"LONGVIEW ACQUISITION CORP-A",LGVW,543195101,477132.00,7514829.00,0.18
2020-11-30,ARKG,"ROCHE HOLDINGS LTD-SPONS ADR",RHHBY,771195104,139474.00,5693328.68,0.14
2020-11-30,ARKG,"SURFACE ONCOLOGY INC",SURF,86877M209,639917.00,5784849.68,0.14
2020-11-30,ARKG,"ORGANOVO HOLDINGS INC","ONVO ",68620A203,375748.00,3212645.40,0.08
