date,fund,company,ticker,cusip,shares,"market value($)",weight(%)
2021-01-27,IZRL,"MORGAN STANLEY GOVT INSTL 8035",,X9USDMORS,7847809.96,7847809.96,4.28
2021-01-27,IZRL,"GILAT SATELLITE NETWORKS LTD",GILT,M51474118,368835.00,4591995.75,2.50
2021-01-27,IZRL,"STRATASYS LTD",SSYS,M85548101,100354.00,4527972.48,2.47
2021-01-27,IZRL,"NANO-X IMAGING LTD",NNOX,M70700105,48018.00,4292329.02,2.34
2021-01-27,IZRL,"INTERCURE LTD",INCR,B23SD94,2325938.00,4212611.62,2.30
2021-01-27,IZRL,"PERION NETWORK LTD",PERI,M78673114,245717.00,3506381.59,1.91
2021-01-27,IZRL,"ITURAN LOCATION AND CONTROL",ITRN,M6158M104,170025.00,3371595.75,1.84
2021-01-27,IZRL,"REDHILL BIOPHARMA LTD-SP ADR",RDHL,757468103,382480.00,3327576.00,1.81
2021-01-27,IZRL,"UROGEN PHARMA LTD","URGN UQ",M96088105,146011.00,3305689.04,1.80
2021-01-27,IZRL,"CYBERARK SOFTWARE LTD/ISRAEL",CYBR,M2682V108,19974.00,3241780.20,1.77
2021-01-27,IZRL,"NANO DIMENSION LTD - ADR",NNDM,63008G203,221910.00,3222133.20,1.76
2021-01-27,IZRL,"TEVA PHARMACEUTICAL-SP ADR",TEVA,881624209,262505.00,3207811.10,1.75
2021-01-27,IZRL,"CHECK POINT SOFTWARE TECH",CHKP,M22465104,24044.00,3203382.12,1.75
2021-01-27,IZRL,"ELBIT SYSTEMS LTD",ESLT,6308913,22876.00,3190665.38,1.74
2021-01-27,IZRL,"ONE SOFTWARE TECHNOLOGIES LT",ONE,6987709,27481.00,3156155.42,1.72
2021-01-27,IZRL,"CERAGON NETWORKS LTD",CRNT,M22013102,648207.00,3163250.16,1.72
2021-01-27,IZRL,"INMODE LTD",INMD,M5425M103,54526.00,3154329.10,1.72
2021-01-27,IZRL,"RADWARE LTD",RDWR,M81873107,110480.00,3158623.20,1.72
2021-01-27,IZRL,"PARTNER COMMUNICATIONS CO",PTNR,6374420,648964.00,3136962.11,1.71
2021-01-27,IZRL,"DANEL (ADIR YEOSHUA) LTD",DANE,6253433,20724.00,3124466.43,1.70
2021-01-27,IZRL,"TOWER SEMICONDUCTOR LTD",TSEM,M87915274,108509.00,3087081.05,1.68
2021-01-27,IZRL,"SILICOM LTD",SILC,M84116108,69400.00,3089688.00,1.68
2021-01-27,IZRL,"BEZEQ THE ISRAELI TELECOM CO",BEZQ,6098032,2928853.00,3077013.81,1.68
2021-01-27,IZRL,"RADA ELECTRONIC INDS LTD",RADA,M81863124,309482.00,3045302.88,1.66
2021-01-27,IZRL,"JFROG LTD",FROG,M6191J100,43188.00,3020136.84,1.65
2021-01-27,IZRL,"SAPIENS INTERNATIONAL CORP",SPNS,G7T16G103,90708.00,3006970.20,1.64
2021-01-27,IZRL,"FATTAL HOLDINGS 1998 LTD",FTAL,BG1YKN5,30484.00,3017950.04,1.64
2021-01-27,IZRL,"BATM ADVANCED COMMUNICATIONS",BATM,B85PTW0,2062393.00,2985079.86,1.63
2021-01-27,IZRL,"HILAN LTD",HLAN,6267230,66530.00,2996104.20,1.63
2021-01-27,IZRL,"TARO PHARMACEUTICAL INDUS",TARO,M8737E108,41982.00,2958891.36,1.61
2021-01-27,IZRL,"AUDIOCODES LTD",AUDC,M15342104,94910.00,2962141.10,1.61
2021-01-27,IZRL,"CAMTEK LTD",CAMT,M20791105,129681.00,2961914.04,1.61
2021-01-27,IZRL,"WIX.COM LTD",WIX,M98068105,12036.00,2942802.00,1.60
2021-01-27,IZRL,"NOVA MEASURING INSTRUMENTS",NVMI,M7516K103,40399.00,2884488.60,1.57
2021-01-27,IZRL,"GAMIDA CELL LTD",GMDA,M47364100,366461.00,2887712.68,1.57
2021-01-27,IZRL,"NICE LTD - SPON ADR",NICE,653656108,11324.00,2868822.16,1.56
2021-01-27,IZRL,"MATRIX IT LTD",MTRX,6747754,130263.00,2858202.12,1.56
2021-01-27,IZRL,"CELLCOM ISRAEL LTD",CEL,B23WQK8,658917.00,2850438.68,1.55
2021-01-27,IZRL,"ELECTRA CONSUMER PRODUCTS 19",ECP,B536CY7,74480.00,2836877.61,1.55
2021-01-27,IZRL,"ALLOT LTD",ALLT,M0854Q105,218171.00,2844949.84,1.55
2021-01-27,IZRL,"POLYPID LTD",PYPD,M8001Q118,284729.00,2833053.55,1.54
2021-01-27,IZRL,"FIVERR INTERNATIONAL LTD",FVRR,M4R82T106,13515.00,2821391.40,1.54
2021-01-27,IZRL,"DARIOHEALTH CORP",DRIO,23725P209,129293.00,2834102.56,1.54
2021-01-27,IZRL,"KAMADA LTD",KMDA,B0L2CR5,423567.00,2834017.19,1.54
2021-01-27,IZRL,"ARAD LTD",ARD,B0G7VP6,183705.00,2752216.92,1.50
2021-01-27,IZRL,"AUGWIND ENERGY TECH STORAGE",BIMCM,B290CJ7,92074.00,2732093.45,1.49
2021-01-27,IZRL,"ITAMAR MEDICAL LTD",ITMR,B1VJHY5,3133769.00,2634603.65,1.44
2021-01-27,IZRL,"KORNIT DIGITAL LTD",KRNT,M6372Q113,27039.00,2597095.95,1.42
2021-01-27,IZRL,"MAGIC SOFTWARE ENTERPRISES",MGIC,6328074,155915.00,2586777.55,1.41
