date,fund,company,ticker,cusip,shares,"market value($)",weight(%)
2020-12-17,ARKK,"TESLA INC",TSLA,88160R101,2658731.00,1743861662.90,10.35
2020-12-17,ARKK,"ROKU INC",ROKU,77543R102,3466734.00,1142219518.32,6.78
2020-12-17,ARKK,"CRISPR THERAPEUTICS AG",CRSP,H17182108,6576266.00,980718548.58,5.82
2020-12-17,ARKK,"SQUARE INC - A",SQ,852234103,4027781.00,929370187.94,5.51
2020-12-17,ARKK,"INVITAE CORP",NVTA,46185L103,17598486.00,829592630.04,4.92
2020-12-17,ARKK,"TELADOC HEALTH INC",TDOC,87918A105,3647633.00,717890650.73,4.26
2020-12-17,ARKK,"ZILLOW GROUP INC - C",Z,98954M200,3954927.00,547876037.31,3.25
2020-12-17,ARKK,"PROTO LABS INC",PRLB,743713109,3240390.00,508870845.60,3.02
2020-12-17,ARKK,"SPOTIFY TECHNOLOGY SA",SPOT,L8681T102,1448251.00,475113223.06,2.82
2020-12-17,ARKK,"PURE STORAGE INC - CLASS A",PSTG,74624M102,20617936.00,459986152.16,2.73
2020-12-17,ARKK,"EDITAS MEDICINE INC",EDIT,28106W103,7140537.00,447783075.27,2.66
2020-12-17,ARKK,"TWILIO INC - A",TWLO,90138F102,1075058.00,388171192.06,2.30
2020-12-17,ARKK,"IOVANCE BIOTHERAPEUTICS INC",IOVA,462260100,8109938.00,375246831.26,2.23
2020-12-17,ARKK,"INTELLIA THERAPEUTICS INC",NTLA,45826J105,6654627.00,362810264.04,2.15
2020-12-17,ARKK,"DOCUSIGN INC",DOCU,256163106,1417137.00,350032839.00,2.08
2020-12-17,ARKK,"EXACT SCIENCES CORP",EXAS,30063P105,2547336.00,346539589.44,2.06
2020-12-17,ARKK,"PAGERDUTY INC",PD,69553P100,7613933.00,342170149.02,2.03
2020-12-17,ARKK,"TWIST BIOSCIENCE CORP",TWST,90184D100,2343413.00,338857519.80,2.01
2020-12-17,ARKK,"PAYPAL HOLDINGS INC",PYPL,70450Y103,1433048.00,337497134.48,2.00
2020-12-17,ARKK,"LENDINGTREE INC","TREE UW",52603B107,1234173.00,336373851.15,2.00
2020-12-17,ARKK,"TAIWAN SEMICONDUCTOR-SP ADR",TSM,874039100,3067773.00,318741614.70,1.89
2020-12-17,ARKK,"2U INC",TWOU,90214J101,8120745.00,304446730.05,1.81
2020-12-17,ARKK,"MATERIALISE NV-ADR",MTLS,57667T100,6055685.00,279469862.75,1.66
2020-12-17,ARKK,"INTERCONTINENTAL EXCHANGE IN",ICE,45866F104,2439097.00,275105750.63,1.63
2020-12-17,ARKK,"SHOPIFY INC - CLASS A",SHOP,82509L107,214798.00,253461640.00,1.50
2020-12-17,ARKK,"VERACYTE INC",VCYT,92337F107,5032228.00,240792109.80,1.43
2020-12-17,ARKK,"KE HOLDINGS INC",BEKE,482497104,3537150.00,222380620.50,1.32
2020-12-17,ARKK,"ZOOM VIDEO COMMUNICATIONS-A",ZM,98980L101,531332.00,213393557.84,1.27
2020-12-17,ARKK,"NINTENDO CO LTD-UNSPONS ADR",NTDOY,654445303,2587893.00,212595409.95,1.26
2020-12-17,ARKK,"SERES THERAPEUTICS INC",MCRB,81750R102,8501171.00,210659017.38,1.25
2020-12-17,ARKK,"UNITY SOFTWARE INC",U,91332U101,1379451.00,208669552.77,1.24
2020-12-17,ARKK,"BAIDU INC - SPON ADR",BIDU,056752108,999390.00,189994032.90,1.13
2020-12-17,ARKK,"SPLUNK INC",SPLK,848637104,989869.00,164575619.94,0.98
2020-12-17,ARKK,"IRIDIUM COMMUNICATIONS INC",IRDM,46269C102,4439875.00,159746702.50,0.95
2020-12-17,ARKK,"SEA LTD-ADR",SE,81141R100,801592.00,158755295.60,0.94
2020-12-17,ARKK,"NANOSTRING TECHNOLOGIES INC",NSTG,63009R109,2274026.00,156316547.24,0.93
2020-12-17,ARKK,"SYNOPSYS INC",SNPS,871607107,617036.00,154437940.44,0.92
2020-12-17,ARKK,"PACIFIC BIOSCIENCES OF CALIF",PACB,69404D108,7617703.00,152354060.00,0.90
2020-12-17,ARKK,"STRATASYS LTD",SSYS,M85548101,7107018.00,148963097.28,0.88
2020-12-17,ARKK,"PINTEREST INC- CLASS A",PINS,72352L106,2090164.00,148401644.00,0.88
2020-12-17,ARKK,"TENCENT HOLDINGS LTD-UNS ADR",TCEHY,88032Q109,1874369.00,141102498.32,0.84
2020-12-17,ARKK,"COMPUGEN LTD",CGEN,M25722105,10940184.00,134564263.20,0.80
2020-12-17,ARKK,"CERUS CORP",CERS,157085101,19218009.00,134141702.82,0.80
2020-12-17,ARKK,"HUYA INC-ADR",HUYA,44852D108,5870140.00,122392419.00,0.73
2020-12-17,ARKK,"MORGAN STANLEY GOVT INSTL 8035",,X9USDMORS,114338688.00,114338688.00,0.68
2020-12-17,ARKK,"SYROS PHARMACEUTICALS INC",SYRS,87184Q107,5097545.00,56429823.15,0.33
2020-12-17,ARKK,"EXONE CO/THE",XONE,302104104,1014670.00,12389120.70,0.07
2020-12-17,ARKK,"ORGANOVO HOLDINGS INC","ONVO ",68620A203,835271.00,6640404.45,0.04
