date,fund,company,ticker,cusip,shares,"market value($)",weight(%)
2020-11-25,PRNT,"3D SYSTEMS CORP",DDD,88554D205,567279.00,4901290.56,5.98
2020-11-25,PRNT,"SLM SOLUTIONS GROUP AG",AM3D,BMHTHK2,291931.00,4594707.40,5.60
2020-11-25,PRNT,"HP INC",HPQ,40434L105,194581.00,4329427.25,5.28
2020-11-25,PRNT,"STRAUMANN HOLDING AG-REG",STMN,7156832,3552.00,4066414.10,4.96
2020-11-25,PRNT,"PTC INC",PTC,69370C100,37161.00,3937579.56,4.80
2020-11-25,PRNT,"MGI DIGITAL GRAPHIC TECHNOLO",ALMDG,B18FJV7,68910.00,3787798.68,4.62
2020-11-25,PRNT,"RENISHAW PLC",RSW,0732358,50973.00,3743798.94,4.57
2020-11-25,PRNT,"EXONE CO/THE",XONE,302104104,306142.00,3719625.30,4.54
2020-11-25,PRNT,"TRIMBLE INC",TRMB,896239100,62559.00,3715379.01,4.53
2020-11-25,PRNT,"ALTAIR ENGINEERING INC - A",ALTR,021369103,71218.00,3686955.86,4.50
2020-11-25,PRNT,"PROTO LABS INC",PRLB,743713109,26270.00,3573245.40,4.36
2020-11-25,PRNT,"AUTODESK INC",ADSK,052769106,12878.00,3493028.72,4.26
2020-11-25,PRNT,"MATERIALISE NV-ADR",MTLS,57667T100,77891.00,3439666.56,4.20
2020-11-25,PRNT,"STRATASYS LTD",SSYS,M85548101,211841.00,3402166.46,4.15
2020-11-25,PRNT,"DASSAULT SYSTEMES SE",DSY,5330047,17700.00,3224781.80,3.93
2020-11-25,PRNT,"MICROSOFT CORP",MSFT,594918104,14846.00,3175114.02,3.87
2020-11-25,PRNT,"ANSYS INC",ANSS,03662Q105,9297.00,3001722.39,3.66
2020-11-25,PRNT,"ALIGN TECHNOLOGY INC",ALGN,016255101,2818.00,1334858.42,1.63
2020-11-25,PRNT,"AMETEK INC",AME,031100100,8747.00,1048065.54,1.28
2020-11-25,PRNT,"HEXAGON AB-B SHS",HEXAB,B1XFTL2,12580.00,1031699.00,1.26
2020-11-25,PRNT,"GENERAL ELECTRIC CO",GE,369604103,95442.00,1002141.00,1.22
2020-11-25,PRNT,"FARO TECHNOLOGIES INC",FARO,311642102,14914.00,988947.34,1.21
2020-11-25,PRNT,"ARCONIC CORP",ARNC,03966V107,28892.00,845091.00,1.03
2020-11-25,PRNT,"KAISER ALUMINUM CORP",KALU,483007704,10418.00,826876.66,1.01
2020-11-25,PRNT,"MOOG INC-CLASS A",MOG/A,615394202,10088.00,820961.44,1.00
2020-11-25,PRNT,"ULTRA CLEAN HOLDINGS INC",UCTT,90385V107,26927.00,816157.37,1.00
2020-11-25,PRNT,"BERTRANDT AG",BDT,5130861,17581.00,812304.75,0.99
2020-11-25,PRNT,"MICHELIN (CGDE)",ML,4588364,6172.00,803254.88,0.98
2020-11-25,PRNT,"OC OERLIKON CORP AG-REG",OERL,4612757,84650.00,796623.62,0.97
2020-11-25,PRNT,"LINCOLN ELECTRIC HOLDINGS",LECO,533900106,6594.00,752968.86,0.92
2020-11-25,PRNT,"MEDTRONIC PLC","MDT UN",G5960L103,6141.00,695836.71,0.85
2020-11-25,PRNT,"STRYKER CORP",SYK,863667101,2947.00,688772.84,0.84
2020-11-25,PRNT,"SIEMENS AG-REG",SIE,5727973,5096.00,682723.52,0.83
2020-11-25,PRNT,"UNITED PARCEL SERVICE-CL B",UPS,911312106,3846.00,655743.00,0.80
2020-11-25,PRNT,"AEROJET ROCKETDYNE HOLDINGS",AJRD,007800105,16620.00,641864.40,0.78
2020-11-25,PRNT,"NUVASIVE INC",NUVA,670704105,12370.00,588317.20,0.72
2020-11-25,PRNT,"MORGAN STANLEY GOVT INSTL 8035",,X9USDMORS,588637.84,588637.84,0.72
2020-11-25,PRNT,"ALLEGHENY TECHNOLOGIES INC",ATI,01741R102,10645.00,152968.65,0.19
2020-11-25,PRNT,"HEXCEL CORP",HXL,428291108,2712.00,140888.40,0.17
2020-11-25,PRNT,"CARPENTER TECHNOLOGY",CRS,144285103,5334.00,138684.00,0.17
2020-11-25,PRNT,"SGL CARBON SE",SGL,4818351,28861.00,133864.27,0.16
2020-11-25,PRNT,"TORAY INDUSTRIES INC",3402,6897143,20908.00,116333.54,0.14
2020-11-25,PRNT,"EASTMAN CHEMICAL CO",EMN,277432100,1153.00,115115.52,0.14
2020-11-25,PRNT,"SANDVIK AB",SAND,B1VQ252,5114.00,116056.13,0.14
2020-11-25,PRNT,"XEROX HOLDINGS CORP","XRX UN",98421M106,4953.00,115801.14,0.14
2020-11-25,PRNT,"VOESTALPINE AG",VOE,4943402,3540.00,113964.80,0.14
2020-11-25,PRNT,"DUPONT DE NEMOURS INC",DD,26614N102,1673.00,108560.97,0.13
2020-11-25,PRNT,"EVONIK INDUSTRIES AG",EVK,B5ZQ9D3,3673.00,110669.99,0.13
2020-11-25,PRNT,"3M CO",MMM,88579Y101,585.00,103615.20,0.13
2020-11-25,PRNT,ARKEMA,AKE,B0Z5YZ2,904.00,102506.80,0.13
2020-11-25,PRNT,"HENKEL AG & CO KGAA VORZUG",HEN3,5076705,930.00,98868.22,0.12
2020-11-25,PRNT,"KONINKLIJKE DSM NV",DSM,B0HZL93,583.00,93565.84,0.11
