date,fund,company,ticker,cusip,shares,"market value($)",weight(%)
2020-12-14,ARKW,"TESLA INC",TSLA,88160R101,772236.00,494099759.88,10.07
2020-12-14,ARKW,"ROKU INC",ROKU,77543R102,1216971.00,394688034.72,8.04
2020-12-14,ARKW,"SQUARE INC - A",SQ,852234103,1163635.00,251182251.10,5.12
2020-12-14,ARKW,"SPOTIFY TECHNOLOGY SA",SPOT,L8681T102,537785.00,172274046.90,3.51
2020-12-14,ARKW,"TELADOC HEALTH INC",TDOC,87918A105,814494.00,158524967.22,3.23
2020-12-14,ARKW,"PURE STORAGE INC - CLASS A",PSTG,74624M102,6585268.00,142241788.80,2.90
2020-12-14,ARKW,"GRAYSCALE BITCOIN TRUST BTC",GBTC,389637109,5789619.00,128934815.13,2.63
2020-12-14,ARKW,"FACEBOOK INC-CLASS A",FB,30303M102,454346.00,124577129.74,2.54
2020-12-14,ARKW,"TWILIO INC - A",TWLO,90138F102,353686.00,123821931.74,2.52
2020-12-14,ARKW,"PAGERDUTY INC",PD,69553P100,2802689.00,123822800.02,2.52
2020-12-14,ARKW,"PINTEREST INC- CLASS A",PINS,72352L106,1772787.00,123722804.73,2.52
2020-12-14,ARKW,"SNAP INC - A",SNAP,83304A106,2230419.00,115089620.40,2.35
2020-12-14,ARKW,"PAYPAL HOLDINGS INC",PYPL,70450Y103,460667.00,101710666.93,2.07
2020-12-14,ARKW,"FASTLY INC - CLASS A",FSLY,31188V100,1075383.00,101354847.75,2.07
2020-12-14,ARKW,"NETFLIX INC",NFLX,64110L106,193164.00,100912736.88,2.06
2020-12-14,ARKW,"SEA LTD-ADR",SE,81141R100,527017.00,100270254.42,2.04
2020-12-14,ARKW,"ZILLOW GROUP INC - C",Z,98954M200,739474.00,99215226.58,2.02
2020-12-14,ARKW,"TENCENT HOLDINGS LTD-UNS ADR",TCEHY,88032Q109,1351893.00,98904491.88,2.02
2020-12-14,ARKW,"LENDINGTREE INC","TREE UW",52603B107,359199.00,95259574.80,1.94
2020-12-14,ARKW,"VERACYTE INC",VCYT,92337F107,1670364.00,92588276.52,1.89
2020-12-14,ARKW,"UNITY SOFTWARE INC",U,91332U101,626401.00,91905554.72,1.87
2020-12-14,ARKW,"INTERCONTINENTAL EXCHANGE IN",ICE,45866F104,825966.00,88964797.86,1.81
2020-12-14,ARKW,"SOCIAL CAPITAL HEDOSOPHIA-A",IPOB,G8250T109,2823578.00,83239079.44,1.70
2020-12-14,ARKW,"HUYA INC-ADR",HUYA,44852D108,4116734.00,83158026.80,1.69
2020-12-14,ARKW,"KE HOLDINGS INC",BEKE,482497104,1205752.00,79362596.64,1.62
2020-12-14,ARKW,"DOCUSIGN INC",DOCU,256163106,323201.00,73796484.33,1.50
2020-12-14,ARKW,"TRADE DESK INC/THE -CLASS A",TTD,88339J105,77063.00,71084452.46,1.45
2020-12-14,ARKW,"2U INC",TWOU,90214J101,1911052.00,70384045.16,1.43
2020-12-14,ARKW,"SHOPIFY INC - CLASS A",SHOP,82509L107,66444.00,70375491.48,1.43
2020-12-14,ARKW,"MERCADOLIBRE INC",MELI,58733R102,42314.00,68466590.84,1.40
2020-12-14,ARKW,"AGORA INC-ADR",API,00851L103,1482651.00,66659988.96,1.36
2020-12-14,ARKW,"NINTENDO CO LTD-UNSPONS ADR",NTDOY,654445303,817436.00,61512059.00,1.25
2020-12-14,ARKW,"ZOOM VIDEO COMMUNICATIONS-A",ZM,98980L101,145182.00,57490620.18,1.17
2020-12-14,ARKW,"CLOUDFLARE INC - CLASS A",NET,18915M107,684656.00,55751538.08,1.14
2020-12-14,ARKW,"TAIWAN SEMICONDUCTOR-SP ADR",TSM,874039100,514400.00,53271264.00,1.09
2020-12-14,ARKW,"HUBSPOT INC",HUBS,443573100,135290.00,51676721.30,1.05
2020-12-14,ARKW,"PELOTON INTERACTIVE INC-A",PTON,70614W100,416655.00,50794411.05,1.04
2020-12-14,ARKW,"JD.COM INC-ADR",JD,47215P106,626379.00,50085264.84,1.02
2020-12-14,ARKW,"CROWDSTRIKE HOLDINGS INC - A",CRWD,22788C105,288804.00,50194135.20,1.02
2020-12-14,ARKW,"ATLASSIAN CORP PLC-CLASS A",TEAM,G06242104,207136.00,48623104.64,0.99
2020-12-14,ARKW,"SPLUNK INC",SPLK,848637104,302138.00,48154754.44,0.98
2020-12-14,ARKW,"ADYEN NV-UNSPON ADR",ADYEY,00783V104,1065057.00,47757155.88,0.97
2020-12-14,ARKW,"SALESFORCE.COM INC",CRM,79466L302,210902.00,46666285.54,0.95
2020-12-14,ARKW,"OKTA INC",OKTA,679295105,172689.00,43438191.06,0.89
2020-12-14,ARKW,"SYNOPSYS INC",SNPS,871607107,171963.00,41075082.18,0.84
2020-12-14,ARKW,"LENDINGCLUB CORP",LC,52603A208,4673794.00,41409814.84,0.84
2020-12-14,ARKW,"NVIDIA CORP",NVDA,67066G104,74213.00,39507290.55,0.81
2020-12-14,ARKW,"ALIBABA GROUP HOLDING-SP ADR",BABA,01609W102,154384.00,39526935.52,0.81
2020-12-14,ARKW,"ADOBE INC",ADBE,00724F101,76708.00,37312305.36,0.76
2020-12-14,ARKW,"PALANTIR TECHNOLOGIES INC-A",PLTR,69608A108,1243938.00,33884871.12,0.69
2020-12-14,ARKW,"MORGAN STANLEY GOVT INSTL 8035",,X9USDMORS,16192321.71,16192321.71,0.33
2020-12-14,ARKW,"SLACK TECHNOLOGIES INC- CL A",WORK,83088V102,29333.00,1239612.58,0.03
