date,fund,company,ticker,cusip,shares,"market value($)",weight(%)
2021-02-02,ARKW,"TESLA INC",TSLA,88160R101,819664.00,715394542.56,9.85
2021-02-02,ARKW,"TELADOC HEALTH INC",TDOC,87918A105,1116089.00,297839510.54,4.10
2021-02-02,ARKW,"SQUARE INC - A",SQ,852234103,1233088.00,280687821.44,3.86
2021-02-02,ARKW,"ROKU INC",ROKU,77543R102,644796.00,270008325.00,3.72
2021-02-02,ARKW,"GRAYSCALE BITCOIN TRUST BTC",GBTC,389637109,7330768.00,269772262.40,3.71
2021-02-02,ARKW,"TENCENT HOLDINGS LTD-UNS ADR",TCEHY,88032Q109,2755231.00,260644852.60,3.59
2021-02-02,ARKW,"SPOTIFY TECHNOLOGY SA",SPOT,L8681T102,632068.00,218095063.40,3.00
2021-02-02,ARKW,"AGORA INC-ADR",API,00851L103,2506563.00,187666371.81,2.58
2021-02-02,ARKW,"NETFLIX INC",NFLX,64110L106,327663.00,179611750.08,2.47
2021-02-02,ARKW,"PURE STORAGE INC - CLASS A",PSTG,74624M102,6536496.00,162235830.72,2.23
2021-02-02,ARKW,"SEA LTD-ADR",SE,81141R100,667286.00,159174402.44,2.19
2021-02-02,ARKW,"INTERCONTINENTAL EXCHANGE IN",ICE,45866F104,1282573.00,149778874.94,2.06
2021-02-02,ARKW,"FACEBOOK INC-CLASS A",FB,30303M102,548319.00,146445038.52,2.02
2021-02-02,ARKW,"PAYPAL HOLDINGS INC",PYPL,70450Y103,583315.00,145303766.50,2.00
2021-02-02,ARKW,"ZOOM VIDEO COMMUNICATIONS-A",ZM,98980L101,364365.00,142772781.60,1.96
2021-02-02,ARKW,"TWILIO INC - A",TWLO,90138F102,367663.00,142377496.75,1.96
2021-02-02,ARKW,"FASTLY INC - CLASS A",FSLY,31188V100,1318615.00,140168774.50,1.93
2021-02-02,ARKW,"SHOPIFY INC - CLASS A",SHOP,82509L107,111003.00,137127556.05,1.89
2021-02-02,ARKW,"ZILLOW GROUP INC - C",Z,98954M200,936348.00,135639371.28,1.87
2021-02-02,ARKW,"NVIDIA CORP",NVDA,67066G104,248996.00,135023060.92,1.86
2021-02-02,ARKW,"PINTEREST INC- CLASS A",PINS,72352L106,1642687.00,121345288.69,1.67
2021-02-02,ARKW,"OPENDOOR TECHNOLOGIES INC",OPEN,683712103,4200662.00,119592847.14,1.65
2021-02-02,ARKW,"PAGERDUTY INC",PD,69553P100,2226551.00,118185327.08,1.63
2021-02-02,ARKW,"HUYA INC-ADR",HUYA,44852D108,4710087.00,118034780.22,1.62
2021-02-02,ARKW,"LENDINGTREE INC","TREE UW",52603B107,354957.00,116223570.51,1.60
2021-02-02,ARKW,"DOCUSIGN INC",DOCU,256163106,478443.00,114749769.12,1.58
2021-02-02,ARKW,"BAIDU INC - SPON ADR",BIDU,056752108,448256.00,112297093.12,1.55
2021-02-02,ARKW,"SNAP INC - A",SNAP,83304A106,1890870.00,111315516.90,1.53
2021-02-02,ARKW,"VERACYTE INC",VCYT,92337F107,1645791.00,107025788.73,1.47
2021-02-02,ARKW,"KE HOLDINGS INC",BEKE,482497104,1640092.00,105867938.60,1.46
2021-02-02,ARKW,"ALIBABA GROUP HOLDING-SP ADR",BABA,01609W102,340820.00,86738690.00,1.19
2021-02-02,ARKW,"2U INC",TWOU,90214J101,1882940.00,85523134.80,1.18
2021-02-02,ARKW,"SALESFORCE.COM INC",CRM,79466L302,362204.00,84828176.80,1.17
2021-02-02,ARKW,"UNITY SOFTWARE INC",U,91332U101,575732.00,85208336.00,1.17
